,ID,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,RevLineCr,LowDoc,MIS_Status,Sector,ApprovalFY,City,State,BankState,DisbursementGross,GrAppv,SBA_Appv,UrbanRural,train,NewBusiness,DisbursementYear,DisbursementMonth,DisbursementDay,ApprovalMonth,ApprovalDay
21469,21469,57,10,2.0,0,0,0,,0,1,Other,1994,INDIANAPOLIS,IN,OH,325000.0,325000.0,227500.0,0,True,1.0,1995.0,1.0,31.0,3,22
21546,21546,81,1,2.0,0,0,1,,Y,1,Prof/Science/Tech,1994,PITTSBURGH,PA,DE,1000000.0,1000000.0,750000.0,2,True,1.0,2005.0,1.0,31.0,6,15
21567,21567,243,7,1.0,0,0,43783,,0,1,Other,1995,NORMAN,OK,OK,37500.0,37500.0,31875.0,0,True,0.0,1995.0,4.0,30.0,7,21
21709,21709,56,4,2.0,0,0,1,,Y,1,Educational,1995,MILWAUKEE,WI,OH,150000.0,150000.0,135000.0,2,True,1.0,1994.0,8.0,17.0,3,16
21736,21736,292,131,1.0,0,0,54100,,N,1,Other,2002,VIRGINIA BEACH,VA,NC,4000.0,4000.0,3400.0,0,True,0.0,1995.0,4.0,30.0,4,18
21741,21741,238,164,1.0,0,0,0,,0,1,Other,2006,ST. GEORGE,UT,UT,53800.0,53800.0,48420.0,0,True,0.0,1995.0,4.0,30.0,11,9
21762,21762,121,7,1.0,0,0,1,,N,1,Manufacturing,2008,EVANSVILLE,IN,IN,150000.0,150000.0,120000.0,0,True,0.0,1995.0,4.0,30.0,3,24
21780,21780,97,6,1.0,0,0,1,,Y,1,Other,2001,EVANSVILLE,IN,IN,112500.0,112500.0,101250.0,0,True,0.0,1995.0,4.0,30.0,4,3
21802,21802,58,6,1.0,0,0,1,,N,1,Other,2003,SPRINGFIELD,MO,OH,660000.0,660000.0,495000.0,0,True,0.0,1995.0,4.0,30.0,8,13
21810,21810,82,3,2.0,0,0,0,,Y,1,Wholesale_trade,2004,STILLWATER,OK,OK,260000.0,260000.0,195000.0,2,True,1.0,1995.0,7.0,31.0,6,14
21858,21858,60,9,2.0,0,0,0,,0,1,Manufacturing,1996,KENAI,AK,AK,325000.0,325000.0,227500.0,0,True,1.0,1995.0,7.0,31.0,10,31
21909,21909,60,6,1.0,0,0,23379,,0,1,Other,2007,SAN DIEGO,CA,SD,105000.0,105000.0,52500.0,0,True,0.0,1995.0,4.0,30.0,2,21
21924,21924,64,1,1.0,0,0,1,,Y,0,RE/Rental/Lease,2009,ORLANDO,FL,FL,150000.0,150000.0,135000.0,1,True,0.0,1996.0,4.0,30.0,9,30
21947,21947,66,2,2.0,0,0,1,,Y,0,Construction,2002,GILLETTE,WY,WY,30000.0,30000.0,15000.0,0,True,1.0,1995.0,10.0,31.0,12,21
22054,22054,82,5,1.0,0,0,1,,N,1,Other,1997,EVANSVILLE,IN,IN,650000.0,650000.0,520000.0,0,True,0.0,1995.0,7.0,31.0,4,9
22117,22117,118,6,1.0,0,0,1,,Y,1,Other,2008,BROOKHAVEN,MS,MS,30000.0,30000.0,24000.0,0,True,0.0,1995.0,4.0,30.0,1,28
22235,22235,60,9,1.0,0,0,1,,Y,1,Other,1996,MANHATTAN,KS,KS,135000.0,135000.0,101250.0,0,True,0.0,1995.0,4.0,30.0,11,30
22248,22248,57,8,1.0,0,0,1,,N,1,Arts/Entertain/Rec,1996,SAN DIEGO,CA,SD,299000.0,299000.0,299000.0,0,True,0.0,1995.0,4.0,30.0,5,7
22289,22289,238,4,2.0,0,0,1,,Y,1,Retail_trade,2000,EVANSVILLE,IN,IN,266000.0,266000.0,199500.0,0,True,1.0,1995.0,4.0,30.0,11,17
22405,22405,292,10,2.0,0,0,0,,0,1,Other,2002,BERKELEY,CA,CA,53800.0,53800.0,48420.0,0,True,1.0,1995.0,4.0,30.0,4,30
22407,22407,82,3,2.0,0,0,0,,Y,1,Construction,2004,NIAGARA FALLS,NY,NY,175000.0,175000.0,131250.0,2,True,1.0,1991.0,12.0,11.0,3,3
22505,22505,56,10,2.0,0,0,1,,Y,1,Healthcare/Social_assist,2006,LOUISVILLE,KY,OH,175000.0,175000.0,131250.0,2,True,1.0,1995.0,7.0,31.0,3,28
22523,22523,82,4,2.0,0,0,0,,Y,1,Wholesale_trade,2004,GILLETTE,WY,WY,260000.0,260000.0,195000.0,2,True,1.0,1995.0,7.0,31.0,3,18
22526,22526,240,7,1.0,0,0,76955,,Y,1,Other,1999,MEDFORD,OR,OR,62000.0,62000.0,52700.0,0,True,0.0,1995.0,4.0,30.0,6,17
22527,22527,181,6,1.0,0,0,1,,Y,1,Other,1999,BERKELEY,CA,CA,60000.0,60000.0,54000.0,0,True,0.0,1995.0,4.0,30.0,3,24
22534,22534,59,150,1.0,0,0,49820,,Y,1,Other,2006,SAN MARCOS,TX,TX,164000.0,164000.0,164000.0,0,True,0.0,1995.0,4.0,30.0,11,21
22545,22545,59,7,1.0,0,0,56825,,Y,1,Wholesale_trade,2007,PETALUMA,CA,SD,10200.0,10200.0,5100.0,0,True,0.0,1995.0,4.0,30.0,7,12
22595,22595,57,8,1.0,0,0,45496,,Y,1,Other,2006,VIRGINIA BEACH,VA,NC,135000.0,135000.0,101250.0,0,True,0.0,1995.0,7.0,31.0,4,27
22664,22664,82,6,1.0,0,0,1,,N,1,Other,2005,RHINELANDER,WI,WI,229500.0,229500.0,172125.0,1,True,0.0,1995.0,4.0,30.0,12,20
22697,22697,57,4,2.0,0,0,1,,Y,0,Healthcare/Social_assist,1996,CLARKSVILLE,TN,TN,25000.0,25000.0,20000.0,2,True,1.0,1992.0,7.0,31.0,11,22
22703,22703,57,6,1.0,0,0,1,,Y,1,Other,2003,HUDSON,NH,NH,150000.0,150000.0,112500.0,0,True,0.0,1995.0,4.0,30.0,5,29
22724,22724,59,5,2.0,3,0,1,,Y,1,Manufacturing,2006,CARLSBAD,CA,CA,70000.0,70000.0,63000.0,2,True,1.0,2007.0,5.0,25.0,3,31
22728,22728,83,6,1.0,0,0,53151,,N,1,Other,1995,PORTSMOUTH,NH,RI,400000.0,400000.0,320000.0,0,True,0.0,1995.0,1.0,31.0,3,23
22849,22849,63,6,1.0,0,0,0,,N,1,Other,2002,RHINELANDER,WI,WI,4000.0,4000.0,3400.0,0,True,0.0,1995.0,4.0,30.0,9,3
22855,22855,33,1,1.0,1,1,0,,,0,Information,1998,SAINT PAUL,MN,OH,233000.0,233000.0,233000.0,1,True,0.0,2004.0,10.0,31.0,5,18
22905,22905,57,9,1.0,0,0,1,,0,1,Other,2007,ALBANY,NY,NY,680000.0,680000.0,510000.0,0,True,0.0,1995.0,7.0,31.0,8,24
22938,22938,174,7,1.0,0,0,1,,0,1,Other,2005,CARY,NC,NC,140000.0,140000.0,119000.0,0,True,0.0,1995.0,1.0,31.0,11,4
22939,22939,82,5,2.0,0,0,1,,Y,0,Construction,2009,GILLETTE,WY,WY,25000.0,25000.0,20000.0,2,True,1.0,1995.0,10.0,31.0,9,30
22940,22940,59,111,1.0,0,0,1,,Y,1,Accom/Food_serv,2003,LAS VEGAS,NV,OH,266000.0,266000.0,199500.0,0,True,0.0,1995.0,4.0,30.0,3,21
22993,22993,54,2,2.0,0,0,1,,Y,0,Accom/Food_serv,1995,NIAGARA FALLS,NY,NY,70000.0,70000.0,56000.0,2,True,1.0,1996.0,4.0,30.0,4,14
23050,23050,57,32,1.0,0,0,1,,0,1,Other,2003,EVANSVILLE,IN,IN,325000.0,325000.0,227500.0,0,True,0.0,1995.0,7.0,31.0,12,4
23101,23101,59,8,1.0,0,0,29888,,0,1,Other,2004,SAN DIEGO,CA,SD,472500.0,472500.0,354375.0,0,True,0.0,1995.0,4.0,30.0,2,20
23120,23120,65,6,1.0,0,0,1,,Y,1,Other,2005,CANTON,OH,OH,200000.0,200000.0,200000.0,0,True,0.0,1995.0,4.0,30.0,11,4
23121,23121,121,8,1.0,0,0,55955,,N,1,Other,1995,LAS VEGAS,NV,OH,28000.0,28000.0,23800.0,0,True,0.0,1995.0,4.0,30.0,1,9
23167,23167,83,135,1.0,0,0,1,,Y,1,Other,2006,VIRGINIA BEACH,VA,NC,630000.0,630000.0,472500.0,0,True,0.0,1995.0,4.0,30.0,10,20
23184,23184,101,27,1.0,0,0,1,,Y,1,Other,1996,FULLERTON,CA,CA,450000.0,450000.0,337500.0,0,True,0.0,1995.0,7.0,31.0,5,7
23213,23213,54,0,2.0,0,0,1,,Y,1,Wholesale_trade,1994,VANCOUVER,WA,OH,60000.0,60000.0,30000.0,2,True,1.0,1994.0,10.0,31.0,6,15
23250,23250,61,7,2.0,0,0,27760,,Y,1,Other,2005,BEDFORD,NH,NH,127000.0,127000.0,95250.0,0,True,1.0,1995.0,4.0,30.0,11,26
23266,23266,83,10,1.0,0,0,1,,N,1,Other,2004,SMYRNA,GA,GA,325000.0,325000.0,227500.0,0,True,0.0,1995.0,4.0,30.0,11,13
23269,23269,119,157,1.0,0,0,0,,0,1,Manufacturing,2004,HIALEAH,FL,FL,220000.0,220000.0,187000.0,0,True,0.0,1995.0,4.0,30.0,8,24
23270,23270,55,1,2.0,0,0,78120,,Y,1,RE/Rental/Lease,2007,ORLANDO,FL,FL,70000.0,70000.0,56000.0,2,True,1.0,1996.0,9.0,30.0,10,6
23292,23292,59,6,1.0,0,0,1,,N,1,Other,2005,SALINAS,CA,CA,91000.0,91000.0,72800.0,0,True,0.0,1995.0,4.0,30.0,5,4
23296,23296,82,2,2.0,0,0,1,,Y,1,Accom/Food_serv,2003,GILLETTE,WY,WY,5000.0,5000.0,2500.0,2,True,1.0,2000.0,1.0,31.0,6,13
23297,23297,235,9,1.0,0,0,1,,N,1,Other,1995,KETTERING,OH,OH,131000.0,131000.0,131000.0,0,True,0.0,1995.0,4.0,30.0,3,15
23344,23344,57,9,1.0,0,0,1,,0,1,Other,2006,SOUTH JORDAN,UT,UT,28000.0,28000.0,23800.0,0,True,0.0,1995.0,4.0,30.0,9,21
23513,23513,59,183,1.0,0,0,32060,,0,1,Other,2006,IDALOU,TX,TX,325000.0,325000.0,227500.0,0,True,0.0,1995.0,4.0,30.0,5,10
23600,23600,117,2,2.0,0,0,1,,Y,1,Construction,1995,OMAHA,NE,NE,70000.0,70000.0,56000.0,2,True,1.0,1996.0,2.0,1.0,1,27
23640,23640,119,7,1.0,0,0,1,,Y,1,Other,2005,KETTERING,OH,OH,100000.0,50000.0,25000.0,0,True,0.0,1995.0,4.0,30.0,8,1
23647,23647,60,7,1.0,0,0,1,,0,1,Other,2008,PETALUMA,CA,SD,227000.0,227000.0,227000.0,0,True,0.0,1995.0,4.0,30.0,6,9
23691,23691,60,182,2.0,0,0,1,,0,1,Other,2004,KETTERING,OH,OH,106000.0,106000.0,106000.0,0,True,1.0,1995.0,7.0,31.0,3,18
23709,23709,82,22,1.0,0,0,1,,N,1,Other,2003,NORMAN,OK,OK,725000.0,725000.0,543750.0,0,True,0.0,1995.0,4.0,30.0,3,21
23764,23764,62,137,1.0,0,0,54100,,0,1,Other,1995,EVANSVILLE,IN,IN,72000.0,72000.0,57600.0,0,True,0.0,1995.0,4.0,30.0,3,23
23785,23785,82,9,1.0,0,0,1,,Y,1,Other,2004,IDALOU,TX,TX,72000.0,72000.0,57600.0,0,True,0.0,1995.0,4.0,30.0,7,19
23837,23837,61,7,1.0,0,0,1,,N,1,Other,2005,WEST PALM BEACH,FL,NC,150000.0,150000.0,112500.0,0,True,0.0,1995.0,7.0,31.0,2,11
23968,23968,60,6,1.0,0,0,1,,N,1,Other,2006,SANTA FE SPRINGS,CA,CA,140000.0,140000.0,119000.0,0,True,0.0,1995.0,4.0,30.0,11,21
23981,23981,58,164,1.0,0,0,0,,0,1,Other,1998,SANTA FE SPRINGS,CA,CA,325000.0,325000.0,227500.0,0,True,0.0,1995.0,7.0,31.0,5,20
24143,24143,82,3,2.0,0,0,1,,Y,1,Construction,2005,CARLSBAD,CA,CA,150000.0,150000.0,135000.0,2,True,1.0,2011.0,4.0,6.0,4,18
24185,24185,58,4,2.0,0,0,1,,Y,1,Healthcare/Social_assist,1994,OMAHA,NE,NE,70000.0,70000.0,56000.0,1,True,1.0,2005.0,5.0,11.0,6,15
24225,24225,177,139,1.0,0,0,1,,0,1,Other,1995,EVANSVILLE,IN,IN,680000.0,680000.0,510000.0,0,True,0.0,1995.0,4.0,30.0,8,31
24304,24304,58,4,1.0,0,0,1,,Y,1,Other,2006,MALVERN,PA,PA,196000.0,196000.0,196000.0,0,True,0.0,1995.0,4.0,30.0,3,1
24306,24306,59,8,1.0,0,0,1,,N,1,Other,1996,SAN DIEGO,CA,SD,660000.0,660000.0,495000.0,0,True,0.0,2004.0,12.0,31.0,5,23
24323,24323,82,21,1.0,0,0,1,,Y,1,Other,2006,EVANSVILLE,IN,IN,72000.0,72000.0,57600.0,0,True,0.0,1995.0,4.0,30.0,5,10
24432,24432,57,7,1.0,0,0,1,,N,1,Other,2001,BERKELEY,CA,CA,537000.0,537000.0,537000.0,0,True,0.0,1996.0,1.0,31.0,11,14
24493,24493,237,6,1.0,0,0,1,,Y,1,Other,1996,CANTON,OH,OH,537000.0,537000.0,537000.0,0,True,0.0,1995.0,4.0,30.0,10,31
24511,24511,60,0,2.0,0,0,70655,,Y,1,Accom/Food_serv,2007,BROOKLYN,NY,NY,250000.0,250000.0,187500.0,1,True,1.0,2008.0,2.0,29.0,9,5
24530,24530,58,7,1.0,0,0,1,,C,1,Other,2008,BROOKHAVEN,MS,MS,750000.0,750000.0,675000.0,0,True,0.0,1995.0,1.0,31.0,8,12
24569,24569,59,4,1.0,0,0,0,,Y,1,Other,2003,HUDSON,NH,NH,200000.0,200000.0,200000.0,0,True,0.0,1995.0,4.0,30.0,2,19
24592,24592,239,6,1.0,0,0,56925,,N,1,Retail_trade,2006,EVANSVILLE,IN,IN,330000.0,330000.0,247500.0,0,True,0.0,1995.0,4.0,30.0,5,10
24603,24603,82,3,2.0,0,0,75988,,Y,1,Accom/Food_serv,1995,CARLSBAD,CA,CA,175000.0,175000.0,131250.0,2,True,1.0,2000.0,1.0,31.0,3,16
24685,24685,57,6,1.0,0,0,1,,Y,1,Other,1995,KETTERING,OH,OH,10200.0,10200.0,5100.0,0,True,0.0,1995.0,4.0,30.0,7,21
24718,24718,59,7,1.0,0,0,24902,,Y,1,Other,2007,NORTH SALT LAKE,UT,UT,40000.0,40000.0,36000.0,0,True,0.0,1995.0,4.0,30.0,12,7
24736,24736,178,7,2.0,0,0,56920,,Y,1,Other,2002,CANTON,OH,OH,127000.0,127000.0,95250.0,0,True,1.0,1995.0,4.0,30.0,4,18
24865,24865,76,7,1.0,0,0,1,,0,1,Other,1995,BERKELEY,CA,CA,54000.0,54000.0,43200.0,0,True,0.0,1995.0,4.0,30.0,1,11
24878,24878,118,9,1.0,0,0,28953,,0,1,Other,1995,SMYRNA,GA,GA,585000.0,585000.0,438750.0,0,True,0.0,1995.0,4.0,30.0,7,21
24896,24896,61,122,1.0,0,0,52900,,0,1,Wholesale_trade,1995,BERKELEY,CA,CA,20000.0,10000.0,5000.0,0,True,0.0,1995.0,7.0,31.0,7,21
24918,24918,83,2,2.0,0,3,1,,Y,0,Wholesale_trade,1997,NEW YORK,NY,NC,175000.0,175000.0,131250.0,2,True,1.0,1995.0,10.0,31.0,4,8
25015,25015,82,4,2.0,0,0,1,,Y,1,Healthcare/Social_assist,2009,CARLSBAD,CA,CA,15000.0,15000.0,13500.0,2,True,1.0,1997.0,7.0,16.0,9,30
25047,25047,238,7,1.0,0,0,1,,Y,1,Other,1993,SANTA FE SPRINGS,CA,CA,680000.0,680000.0,510000.0,0,True,0.0,1995.0,4.0,30.0,7,19
25104,25104,82,3,2.0,0,0,75988,,Y,1,Arts/Entertain/Rec,2000,JACKSONVILLE,FL,NC,70000.0,70000.0,56000.0,2,True,1.0,1996.0,4.0,30.0,1,7
25129,25129,51,7,1.0,0,0,1,,0,1,Other,2006,SMYRNA,GA,GA,48500.0,48500.0,38800.0,0,True,0.0,1995.0,7.0,31.0,5,3
25199,25199,65,6,2.0,0,0,0,,Y,0,Other_no_pub,1989,LOUISVILLE,KY,OH,70000.0,70000.0,59500.0,1,True,1.0,2001.0,6.0,13.0,8,15
25280,25280,60,7,1.0,0,0,0,,Y,1,Other,2005,VISTA,CA,CA,188000.0,188000.0,188000.0,0,True,0.0,1995.0,4.0,30.0,12,16
25295,25295,83,7,1.0,0,0,1,,N,1,Other,1999,ADDISON,TX,TX,315000.0,315000.0,236250.0,0,True,0.0,1995.0,4.0,30.0,5,24
25348,25348,83,7,2.0,0,0,1,,A,1,Other,2004,HOUSTON,TX,NC,20000.0,10000.0,5000.0,0,True,1.0,1995.0,4.0,30.0,11,13
25361,25361,95,8,1.0,0,0,1,,0,1,Other,2001,SMYRNA,GA,GA,680000.0,680000.0,510000.0,0,True,0.0,1995.0,4.0,30.0,1,17
25370,25370,238,8,1.0,0,0,1,,N,1,Other,2007,ALBUQUERQUE,NM,NC,50000.0,50000.0,25000.0,0,True,0.0,1995.0,4.0,30.0,2,27
25419,25419,83,1,2.0,18,0,1,,Y,0,Accom/Food_serv,1998,DAVENPORT,IA,IA,35000.0,35000.0,31500.0,0,True,1.0,1996.0,9.0,30.0,11,18
25480,25480,84,121,2.0,0,0,1,,0,1,Other,2005,EVANSVILLE,IN,IN,537000.0,537000.0,537000.0,0,True,1.0,1995.0,4.0,30.0,11,9
25507,25507,57,121,1.0,0,0,1,,Y,1,Educational,1996,SAN MARCOS,TX,TX,112500.0,112500.0,101250.0,0,True,0.0,1995.0,4.0,30.0,2,2
25522,25522,83,6,1.0,0,0,56825,,Y,1,Other,1997,RHINELANDER,WI,WI,81000.0,81000.0,68850.0,0,True,0.0,1995.0,4.0,30.0,11,6
25540,25540,59,8,1.0,0,0,55955,,Y,1,Accom/Food_serv,2002,LITTLE ROCK,AR,AR,111400.0,111400.0,94690.0,0,True,0.0,1995.0,4.0,30.0,10,31
25577,25577,59,2,2.0,0,0,0,,Y,1,Construction,2005,EVERETT,WA,WA,5000.0,5000.0,2500.0,2,True,1.0,1996.0,4.0,30.0,11,24
25583,25583,82,5,2.0,0,0,1,,Y,1,Construction,1994,ORLANDO,FL,FL,175000.0,175000.0,131250.0,2,True,1.0,1995.0,10.0,31.0,6,15
25643,25643,84,127,1.0,0,0,56885,,A,1,Other,2002,KETTERING,OH,OH,98000.0,98000.0,78400.0,0,True,0.0,2012.0,2.0,16.0,7,16
25665,25665,83,157,1.0,0,0,0,,0,1,Other,2006,SEVERNA PARK,MD,MD,670000.0,670000.0,502500.0,0,True,0.0,1995.0,7.0,31.0,2,22
25720,25720,82,3,2.0,1,0,1,,Y,1,Educational,1998,TULSA,OK,OK,20000.0,20000.0,10000.0,2,True,1.0,1994.0,11.0,16.0,11,18
25725,25725,239,6,1.0,0,0,1,,N,1,Wholesale_trade,2002,HUDSON,NH,NH,228000.0,228000.0,171000.0,0,True,0.0,1995.0,1.0,31.0,3,21
25747,25747,62,4,2.0,0,0,1,,Y,1,Construction,2004,AKRON,OH,OH,250000.0,250000.0,125000.0,2,True,1.0,1995.0,10.0,31.0,6,14
25798,25798,82,4,2.0,0,0,1,,Y,1,Other,1999,NIAGARA FALLS,NY,NY,35000.0,35000.0,35000.0,0,True,1.0,1994.0,10.0,19.0,1,13
25815,25815,238,6,1.0,0,0,60800,,N,1,Other,1996,IDALOU,TX,TX,127000.0,127000.0,95250.0,0,True,0.0,1995.0,4.0,30.0,4,25
25826,25826,59,5,1.0,0,0,26650,,0,1,Other,2005,SIOUX FALLS,SD,SD,275000.0,275000.0,233750.0,0,True,0.0,1995.0,4.0,30.0,12,16
25834,25834,30,3,2.0,0,0,60590,,Y,1,Manufacturing,2000,AMARILLO,TX,TX,272000.0,272000.0,272000.0,0,True,1.0,1995.0,4.0,30.0,9,8
25846,25846,83,6,2.0,0,0,53250,,0,1,Other,1996,INDIANAPOLIS,IN,OH,262000.0,262000.0,196500.0,1,True,1.0,1995.0,1.0,31.0,12,15
25873,25873,55,4,2.0,0,0,1,,Y,0,Healthcare/Social_assist,2000,AKRON,OH,OH,150000.0,150000.0,135000.0,0,True,1.0,1992.0,7.0,31.0,1,7
25956,25956,58,6,1.0,0,0,1,,N,1,Other,1995,ADDISON,TX,TX,462000.0,462000.0,462000.0,0,True,0.0,1995.0,4.0,30.0,1,11
25961,25961,84,6,1.0,0,0,1,,N,1,Other,2011,NORTH SALT LAKE,UT,UT,112500.0,112500.0,101250.0,0,True,0.0,1999.0,1.0,13.0,6,8
25973,25973,88,7,2.0,0,0,1,,0,1,Other,2003,BERKELEY,CA,CA,22000.0,22000.0,17600.0,0,True,1.0,1995.0,4.0,30.0,4,4
25976,25976,60,139,2.0,0,0,0,,0,1,Other,1999,MARQUETTE,MI,MI,48500.0,48500.0,38800.0,0,True,1.0,1995.0,4.0,30.0,8,6
26041,26041,60,151,2.0,0,0,0,,0,1,Other,2008,KENAI,AK,AK,66000.0,66000.0,52800.0,0,True,1.0,1995.0,7.0,31.0,3,24
26091,26091,57,4,2.0,0,0,1,,N,1,Wholesale_trade,1996,KETTERING,OH,OH,543000.0,543000.0,543000.0,0,True,1.0,1995.0,4.0,30.0,12,12
26098,26098,58,8,2.0,0,0,1,,0,1,Other,2002,MALVERN,PA,PA,12000.0,12000.0,9600.0,0,True,1.0,1995.0,4.0,30.0,4,18
26129,26129,238,8,1.0,0,0,1,,N,1,Other,1999,BERKELEY,CA,CA,106000.0,106000.0,106000.0,0,True,0.0,1995.0,7.0,31.0,12,2
26142,26142,58,7,1.0,0,0,1,,0,1,Other,1996,NORMAN,OK,OK,81000.0,81000.0,68850.0,0,True,0.0,1995.0,4.0,30.0,7,30
26151,26151,35,9,1.0,0,0,1,,N,1,Other,1995,SMYRNA,GA,GA,10200.0,10200.0,5100.0,0,True,0.0,1995.0,7.0,31.0,7,21
26178,26178,94,9,1.0,0,0,1,,Y,1,Other,2005,EVANSVILLE,IN,IN,75000.0,50000.0,25000.0,0,True,0.0,1995.0,7.0,31.0,11,9
26210,26210,82,3,2.0,0,0,0,,Y,1,Wholesale_trade,1996,TORRANCE,CA,SD,260000.0,260000.0,195000.0,2,True,1.0,2010.0,12.0,9.0,6,11
26226,26226,24,4,2.0,0,0,1,,Y,1,Construction,2006,BALTIMORE,MD,MD,15000.0,15000.0,13500.0,2,True,1.0,1992.0,7.0,31.0,3,28
26294,26294,238,8,1.0,0,0,1,,Y,1,Other,1995,SAN DIEGO,CA,SD,18000.0,18000.0,16200.0,0,True,0.0,1995.0,4.0,30.0,1,11
26327,26327,65,3,2.0,0,0,1,,Y,1,Construction,2006,PALO ALTO,CA,CA,100000.0,100000.0,80000.0,2,True,1.0,2004.0,8.0,31.0,3,31
26371,26371,83,3,2.0,0,0,1,,Y,1,Other,2006,ORLANDO,FL,FL,500000.0,500000.0,400000.0,2,True,1.0,1999.0,12.0,31.0,6,21
26387,26387,81,2,2.0,0,7,1,,Y,1,Accom/Food_serv,2000,JACKSONVILLE,FL,NC,35000.0,35000.0,29750.0,2,True,1.0,2006.0,3.0,31.0,1,7
26406,26406,100,5,1.0,0,0,44600,,A,1,Other,1994,AMARILLO,TX,TX,102000.0,102000.0,102000.0,0,True,0.0,1995.0,4.0,30.0,12,14
26426,26426,82,7,2.0,0,0,20725,,0,1,Other,1991,MALVERN,PA,PA,1333000.0,1333000.0,999750.0,0,True,1.0,1995.0,1.0,31.0,7,16
26495,26495,83,9,1.0,0,0,32075,,Y,1,Other,2007,SAN DIEGO,CA,SD,18000.0,18000.0,16200.0,0,True,0.0,1995.0,4.0,30.0,5,16
26547,26547,59,8,2.0,0,0,1,,N,1,Other,2006,SAN MARCOS,TX,TX,86000.0,86000.0,68800.0,0,True,1.0,1996.0,9.0,15.0,5,10
26551,26551,60,7,1.0,0,0,0,,0,1,Admin_sup/Waste_Mgmt_Rem,1989,MANHATTAN,KS,KS,299000.0,299000.0,299000.0,0,True,0.0,1995.0,7.0,31.0,1,27
26614,26614,175,9,1.0,0,0,1,,0,1,Other,2005,BURNSVILLE,MN,MN,18000.0,18000.0,16200.0,0,True,0.0,1995.0,12.0,28.0,12,29
26665,26665,82,5,1.0,0,0,1,,Y,1,Retail_trade,1999,CANTON,OH,OH,266000.0,266000.0,199500.0,0,True,0.0,1995.0,4.0,30.0,5,24
26680,26680,60,6,1.0,0,0,1,,Y,1,Other,2008,SALINAS,CA,CA,4000.0,4000.0,3400.0,1,True,0.0,1995.0,4.0,30.0,6,9
26695,26695,82,2,2.0,0,9,1,,Y,1,Construction,2002,ORLANDO,FL,FL,1000000.0,1000000.0,750000.0,2,True,1.0,2009.0,9.0,1.0,12,21
26764,26764,58,6,1.0,0,0,1,,Y,1,Other,2006,MANCHESTER,NH,RI,86000.0,86000.0,68800.0,0,True,0.0,1995.0,4.0,30.0,11,21
26780,26780,178,169,2.0,0,0,38510,,0,1,Other,1997,LONG BEACH,CA,CA,58000.0,58000.0,49300.0,0,True,1.0,1995.0,7.0,31.0,1,23
26796,26796,57,146,1.0,10,0,45150,,0,1,Other,2006,BERKELEY,CA,CA,12000.0,12000.0,9600.0,0,True,0.0,1995.0,4.0,30.0,2,22
26835,26835,60,8,2.0,0,0,1,,0,1,Other,2001,BOERNE,TX,CA,100000.0,100000.0,80000.0,0,True,1.0,1995.0,7.0,31.0,11,14
26852,26852,59,9,1.0,0,0,1,,Y,1,Other,2007,SANTA FE SPRINGS,CA,CA,83000.0,83000.0,66400.0,0,True,0.0,1995.0,7.0,31.0,2,21
26870,26870,60,5,1.0,0,0,1,,N,1,Other,2004,PETALUMA,CA,SD,127000.0,127000.0,95250.0,0,True,0.0,1995.0,4.0,30.0,2,11
26947,26947,82,2,2.0,0,0,1,,Y,1,Construction,2001,GILLETTE,WY,WY,20000.0,20000.0,10000.0,2,True,1.0,1996.0,9.0,30.0,2,23
26964,26964,59,8,2.0,0,0,20550,,0,1,Other,2005,BRAWLEY,CA,CA,72000.0,72000.0,57600.0,0,True,1.0,1995.0,4.0,30.0,10,25
27029,27029,64,6,2.0,0,0,1,,Y,1,Other,1999,MALVERN,PA,PA,425000.0,425000.0,318750.0,0,True,1.0,1995.0,4.0,30.0,10,14
27031,27031,82,1,2.0,0,0,1,,Y,1,Other_no_pub,2004,SAN DIEGO,CA,OH,40000.0,40000.0,36000.0,2,True,1.0,2005.0,6.0,30.0,8,18
27087,27087,182,144,1.0,0,0,1,,Y,1,Other,2004,SAN MARCOS,TX,TX,299000.0,299000.0,299000.0,0,True,0.0,1995.0,4.0,30.0,4,20
27138,27138,83,5,2.0,0,0,1,,Y,1,Healthcare/Social_assist,2004,HELENA,MT,MT,5000.0,5000.0,2500.0,2,True,1.0,2012.0,11.0,27.0,1,30
27168,27168,82,8,1.0,0,0,0,,0,1,Other,2002,HIALEAH,FL,FL,400000.0,400000.0,320000.0,0,True,0.0,1995.0,4.0,30.0,3,21
27178,27178,56,2,2.0,0,0,1,,Y,1,Utilities,1995,AKRON,OH,OH,35000.0,35000.0,29750.0,2,True,1.0,1984.0,11.0,19.0,6,12
27254,27254,82,0,2.0,0,0,1,,Y,1,Construction,1995,ORLANDO,FL,FL,35000.0,35000.0,29750.0,2,True,1.0,1996.0,9.0,30.0,4,14
27317,27317,82,1,2.0,0,11,1,,Y,1,Healthcare/Social_assist,2003,JACKSONVILLE,FL,NC,260000.0,260000.0,195000.0,1,True,1.0,1992.0,7.0,31.0,8,6
27362,27362,84,168,1.0,0,0,0,,0,1,Other,2007,SEVERNA PARK,MD,MD,150000.0,150000.0,120000.0,0,True,0.0,1995.0,7.0,31.0,2,27
27428,27428,76,8,1.0,0,0,1,,0,1,Other,1993,MALVERN,PA,PA,18000.0,18000.0,16200.0,0,True,0.0,1995.0,4.0,30.0,1,6
